rank,personName,age,finalWorth,category,country,gender
924,Daniel Mate,54.0,2000,Metals & Mining,Spain,M
924,Robert Miller,72.0,2000,Technology,Canada,M
924,Jorge Moll Filho,73.0,2000,Healthcare,Brazil,M
924,Maria Helena Moraes Scripilliti,87.0,2000,Diversified,Brazil,F
924,Sean Parker,38.0,2000,Technology,United States,M
924,Jay Paul,70.0,2000,Real Estate,United States,M
924,Patrick Ryan,80.0,2000,Finance & Investments,United States,M
924,Thomas Secunda,63.0,2000,Media & Entertainment,United States,M
924,Shen Wenrong,72.0,2000,Metals & Mining,China,M
924,Shen Yuxing,59.0,2000,Real Estate,China,M
924,Gil Shwed,50.0,2000,Technology,Israel,M
924,Song Zuowen,70.0,2000,Diversified,China,M
924,Warren Stephens,61.0,2000,Finance & Investments,United States,M
924,Glen Taylor,76.0,2000,Service,United States,M
924,Hanni Toosbuy Kasprzak,60.0,2000,Fashion & Retail,Denmark,F
924,Torbjorn Tornqvist,64.0,2000,Energy,Sweden,M
924,Bulat Utemuratov,60.0,2000,Metals & Mining,Kazakhstan,M
924,Chip Wilson,61.0,2000,Fashion & Retail,Canada,M
924,Jerry Yang,49.0,2000,Technology,United States,M
924,Zhang Fan,52.0,2000,Technology,China,M
924,Zhu Xingliang,58.0,2000,Construction & Engineering,China,M
965,Ramon Ang,64.0,2000,Food & Beverage,Philippines,M
965,Edward Bass,72.0,2000,Energy,United States,M
965,Lee Bass,61.0,2000,Energy,United States,M
965,Bert Beveridge,56.0,2000,Food & Beverage,United States,M
965,George Bishop,80.0,2000,Energy,United States,M
965,Jaime Botin,81.0,2000,Finance & Investments,Spain,M
965,Norman Braman,85.0,2000,Automotive,United States,M
965,Chin Jong Hwa,59.0,2000,Automotive,Taiwan,M
965,Cho Tak Wong,71.0,2000,Manufacturing,Hong Kong,M
965,John Coates,48.0,2000,Gambling & Casinos,United Kingdom,M
965,Du Jiangtao,48.0,2000,Manufacturing,China,M
965,Aloysio de Andrade Faria,97.0,2000,Finance & Investments,Brazil,M
965,Kenneth Feld,69.0,2000,Media & Entertainment,United States,M
965,Luca Garavoglia,49.0,2000,Food & Beverage,Italy,M
965,Noam Gottesman,56.0,2000,Finance & Investments,United States,M
965,Jonathan Gray,48.0,2000,Finance & Investments,United States,M
965,Stein Erik Hagen,61.0,2000,Fashion & Retail,Norway,M
965,Chang-Woo Han,87.0,2000,Gambling & Casinos,Japan,M
965,John Henry,68.0,2000,Sports,United States,M
965,Lawrence Ho,41.0,2000,Gambling & Casinos,Hong Kong,M
965,Hui Lin Chit,64.0,2000,Manufacturing,China,M
965,Mustafa Rahmi Koc,87.0,2000,Diversified,Turkey,M
965,Kuan Kam Hon,70.0,2000,Manufacturing,Malaysia,M
965,Jane Lauder,45.0,2000,Fashion & Retail,United States,F
965,Aerin Lauder Zinterhofer,47.0,2000,Fashion & Retail,United States,F
965,Maritsa Lazari,73.0,2000,Real Estate,United Kingdom,F
965,Bernard Lewis,92.0,2000,Fashion & Retail,United Kingdom,M
965,Vincent Lo,68.0,2000,Real Estate,Hong Kong,M
965,Jeffrey Lorberbaum,63.0,2000,Manufacturing,United States,M
965,Joe Mansueto,61.0,2000,Finance & Investments,United States,M
965,Jose Roberto Marinho,62.0,2000,Media & Entertainment,Brazil,M
965,Roberto Irineu Marinho,70.0,2000,Media & Entertainment,Brazil,M
965,C. Dean Metropoulos,71.0,2000,Food & Beverage,United States,M
965,Aristotelis Mistakidis,56.0,2000,Metals & Mining,Greece,M
965,Arturo Moreno,71.0,2000,Sports,United States,M
965,Yoshiko Mori,77.0,2000,Real Estate,Japan,F
965,Adam Neumann,38.0,2000,Real Estate,Israel,M
965,Or Wai Sheun,66.0,2000,Real Estate,Hong Kong,M
965,Richard Peery,79.0,2000,Real Estate,United States,M
965,Horst Julius Pudwill,73.0,2000,Manufacturing,Germany,M
965,P.V. Ramprasad Reddy,59.0,2000,Healthcare,India,M
965,Larry Robbins,48.0,2000,Finance & Investments,United States,M
965,Carlos Sanchez,56.0,2000,Healthcare,Brazil,M
965,Stephan Schmidheiny,70.0,2000,Finance & Investments,Switzerland,M
965,Charles Simonyi,69.0,2000,Technology,United States,M
965,Mark Stevens,58.0,2000,Finance & Investments,United States,M
965,Sze Man Bok,68.0,2000,Manufacturing,China,M
965,Sarik Tara,87.0,2000,Construction & Engineering,Turkey,M
965,Lottie Tham,68.0,2000,Fashion & Retail,Sweden,F
965,Peter Thiel,50.0,2000,Finance & Investments,United States,M
965,Elaine Wynn,75.0,2000,Gambling & Casinos,United States,F
965,Denise York,67.0,2000,Sports,United States,F
965,David Zalik,44.0,2000,Technology,United States,M
965,Zhao Tao,52.0,2000,Healthcare,Singapore,M
1020,George Argyros,81.0,2000,Real Estate,United States,M
1020,John Arrillaga,80.0,2000,Real Estate,United States,M
1020,Charles Bronfman,86.0,2000,Food & Beverage,Canada,M
1020,Peter Buck,87.0,2000,Food & Beverage,United States,M
1020,Chen Jinxia,49.0,2000,Finance & Investments,China,F
1020,Vivien Chen,59.0,2000,Real Estate,Hong Kong,F
1020,Chu Lam Yiu,48.0,2000,Manufacturing,Hong Kong,F
1020,Jean Coutu,90.0,2000,Fashion & Retail,Canada,M
1020,Jose Luis Cutrale,71.0,2000,Food & Beverage,Brazil,M
1020,Bergit Douglas,71.0,2000,Food & Beverage,Germany,F
1020,Alfredo Egydio Arruda Villela Filho,48.0,2000,Finance & Investments,Brazil,M
1020,Marcel Erni,53.0,2000,Finance & Investments,Switzerland,M
1020,Andre Esteves,49.0,2000,Finance & Investments,Brazil,M
1020,Carlo Fidani,63.0,2000,Real Estate,Canada,M
1020,Abhay Firodia,73.0,2000,Automotive,India,M
1020,Alfred Gantner,49.0,2000,Finance & Investments,Switzerland,M
1020,Geng Jianming,55.0,2000,Real Estate,China,M
1020,Mitchell Goldhar,56.0,2000,Real Estate,Canada,M
1020,Hortensia Herrero,67.0,2000,Fashion & Retail,Spain,F
1020,Michael Hintze,64.0,2000,Finance & Investments,Australia,M
1020,Igor Kesaev,51.0,2000,Fashion & Retail,Russia,M
1020,Koon Poh Keong,56.0,2000,Manufacturing,Malaysia,M
1020,Hermann Langness,65.0,2000,Food & Beverage,Germany,M
1020,Li Zhongchu,54.0,2000,Technology,China,M
1020,Alexander Mamut,58.0,2000,Finance & Investments,Russia,M
1020,Joao Roberto Marinho,64.0,2000,Media & Entertainment,Brazil,M
1020,"Drayton McLane, Jr.",81.0,2000,Fashion & Retail,United States,M
1020,Patrice Motsepe,56.0,2000,Metals & Mining,South Africa,M
1020,Alfred Oetker,51.0,2000,Fashion & Retail,Germany,M
1020,August Oetker,73.0,2000,Fashion & Retail,Germany,M
1020,Carl Ferdinand Oetker,45.0,2000,Fashion & Retail,Germany,M
1020,Christian Oetker,69.0,2000,Fashion & Retail,Germany,M
1020,Julia Oetker,39.0,2000,Fashion & Retail,Germany,F
1020,Richard Oetker,67.0,2000,Fashion & Retail,Germany,M
1020,Daniel Pritzker,58.0,2000,Service,United States,M
1020,John Pritzker,65.0,2000,Finance & Investments,United States,M
1020,Nevaldo Rocha,88.0,2000,Fashion & Retail,Brazil,M
1020,Luigi Rovati,89.0,2000,Healthcare,Italy,M
1020,Ferit Faik Sahenk,53.0,2000,Diversified,Turkey,M
1020,Rosely Schweizer,77.0,2000,Fashion & Retail,Germany,F
1020,Eric Smidt,58.0,2000,Fashion & Retail,United States,M
1020,Alexander Spanos,94.0,2000,Sports,United States,M
1020,Leena Tewari,60.0,2000,Healthcare,India,F
1020,Tong Jinquan,63.0,2000,Real Estate,China,M
1020,Peter Unger,73.0,2000,Automotive,Germany,M
1020,Sunny Varkey,60.0,2000,Service,India,M
1020,Urs Wietlisbach,56.0,2000,Finance & Investments,Switzerland,M
1020,Michael Ying,68.0,2000,Fashion & Retail,Hong Kong,M
1020,Yu Minhong,56.0,2000,Service,China,M
1070,Eva Maria Bucher-Haefner,61.0,2000,Technology,Switzerland,F
1070,Chen Hua,52.0,2000,Real Estate,China,M
1070,Gustavo Denegri,82.0,2000,Healthcare,Italy,M
1070,Dermot Desmond,67.0,2000,Finance & Investments,Ireland,M
1070,Murali Divi,66.0,2000,Healthcare,India,M
1070,Thomas Flohr,48.0,2000,Logistics,Switzerland,M
1070,Bernard Fraisse,61.0,2000,Healthcare,France,M
1070,Harsh Goenka,60.0,2000,Diversified,India,M
1070,David Gottesman,91.0,2000,Finance & Investments,United States,M
1070,Bill Haslam,59.0,2000,Fashion & Retail,United States,M
1070,Hu Baifan,55.0,2000,Healthcare,China,M
1070,W. Herbert Hunt,89.0,2000,Energy,United States,M
1070,Alijan Ibragimov,64.0,2000,Metals & Mining,Kazakhstan,M
1070,Bradley Jacobs,61.0,2000,Logistics,United States,M
1070,Brad Kelley,61.0,2000,Real Estate,United States,M
1070,Vinod Khosla,63.0,2000,Technology,United States,M
1070,Stephen Lansdown,65.0,2000,Finance & Investments,Guernsey,M
1070,Martin Lau,44.0,2000,Technology,Hong Kong,M
1070,Lee Joong-Keun,77.0,2000,Construction & Engineering,South Korea,M
1070,Lin Li,54.0,2000,Finance & Investments,China,M
1070,Kenneth Lo,79.0,2000,Finance & Investments,United Kingdom,M
1070,Alexander Machkevich,64.0,2000,Metals & Mining,Israel,M
1070,Clayton Mathile,77.0,2000,Food & Beverage,United States,M
1070,Stanley Perron,95.0,2000,Real Estate,Australia,M
1070,J. Joe Ricketts,76.0,2000,Finance & Investments,United States,M
1070,Dirk Rossmann,71.0,2000,Fashion & Retail,Germany,M
1070,Filiz Sahenk,51.0,2000,Diversified,Turkey,F
1070,Dan Snyder,53.0,2000,Sports,United States,M
1070,Peter Spuhler,58.0,2000,Manufacturing,Switzerland,M
1070,Tang Yiu,83.0,2000,Fashion & Retail,Hong Kong,M
1070,John Tyson,64.0,2000,Food & Beverage,United States,M
1070,Wong Man Li,53.0,2000,Manufacturing,Hong Kong,M
1103,Lia Maria Aguiar,80.0,2000,Finance & Investments,Brazil,F
1103,Aziz Akhannouch,57.0,2000,Diversified,Morocco,M
1103,Ron Baron,74.0,2000,Finance & Investments,United States,M
1103,Shyam & Hari Bhartia,65.0,2000,Diversified,India,M
1103,Timothy Boyle,68.0,2000,Fashion & Retail,United States,M
1103,Tatiana Casiraghi,34.0,2000,Food & Beverage,Monaco,F
1103,"Chase Coleman, III.",42.0,2000,Finance & Investments,United States,M
1103,Mark Coombs,57.0,2000,Finance & Investments,United Kingdom,M
1103,James Coulter,58.0,2000,Finance & Investments,United States,M
1103,Dulce Pugliese de Godoy Bueno,70.0,2000,Healthcare,Brazil,F
1103,Ana Lucia de Mattos Barretto Villela,44.0,2000,Finance & Investments,Brazil,F
1103,"Frank Fertitta, III.",56.0,2000,Sports,United States,M
1103,Lorenzo Fertitta,49.0,2000,Sports,United States,M
1103,Maria Franca Fissolo,83.0,2000,Food & Beverage,Italy,F
1103,Alexander Frolov,53.0,2000,Metals & Mining,Russia,M
1103,"Ernest Garcia, II.",60.0,2000,Automotive,United States,M
1103,Alexandre Grendene Bartelle,68.0,2000,Fashion & Retail,Brazil,M
1103,Vinod & Anil Rai Gupta,72.0,2000,Manufacturing,India,F
1103,Torstein Hagen,75.0,2000,Service,Norway,M
1103,He Qiaonv,52.0,2000,Service,China,F
1103,Hans-Werner Hector,78.0,2000,Technology,Germany,M
1103,Stanley Hubbard,84.0,2000,Media & Entertainment,United States,M
1103,Ke Xiping,57.0,2000,Diversified,China,M
1103,Suna Kirac,76.0,2000,Diversified,Turkey,F
1103,Kong Jian Min,50.0,2000,Real Estate,China,M
1103,Koo Bon-Moo,73.0,2000,Diversified,South Korea,M
1103,Heikki Kyostila,72.0,2000,Healthcare,Finland,M
1103,Thomas Lee,73.0,2000,Finance & Investments,United States,M
1103,Eric Lefkofsky,48.0,2000,Technology,United States,M
1103,Peter Lim,64.0,2000,Finance & Investments,Singapore,M
1103,Tomas Olivo Lopez,44.0,2000,Real Estate,Spain,M
1103,Phillip T. (Terry) Ragon,68.0,2000,Technology,United States,M
1103,Stewart Rahr,72.0,2000,Healthcare,United States,M
1103,T. Denny Sanford,82.0,2000,Finance & Investments,United States,M
1103,"Julio Mario Santo Domingo, III.",32.0,2000,Food & Beverage,United States,M
1103,"Karl Scheufele, III.",79.0,2000,Fashion & Retail,Switzerland,M
1103,Shen Guojun,55.0,2000,Fashion & Retail,China,M
1103,Alain Taravella,70.0,2000,Real Estate,France,M
1103,Oleg Tinkov,50.0,2000,Finance & Investments,Russia,M
1103,Tung Chee Hwa,80.0,2000,Logistics,Hong Kong,M
1103,Ted Turner,79.0,2000,Media & Entertainment,United States,M
1103,Sunil Vaswani,54.0,2000,Diversified,United Kingdom,M
1103,Jitendra Virwani,52.0,2000,Real Estate,India,M
1103,Lang Walker,72.0,2000,Real Estate,Australia,M
1103,Wu Zhigang,83.0,2000,Food & Beverage,China,M
1103,Xiao Wenge,51.0,2000,Media & Entertainment,China,M
1103,Xiong Xuqiang,61.0,2000,Real Estate,Hong Kong,M
1103,Takao Yasuda,68.0,2000,Fashion & Retail,Japan,M
1103,William Young,77.0,2000,Manufacturing,United States,M
1103,Zhang Xiugen,57.0,2000,Automotive,China,M
1157,Leslie Alexander,74.0,2000,Sports,United States,M
1157,Patricia Angelini Rossi,63.0,2000,Diversified,Chile,F
1157,Josef Boquoi,84.0,2000,Food & Beverage,Germany,M
1157,Nikolai Buinov,50.0,2000,Energy,Russia,M
1157,Richard Chandler,59.0,2000,Finance & Investments,New Zealand,M
1157,Cheng Xue,48.0,2000,Food & Beverage,China,F
1157,Patokh Chodiev,65.0,2000,Metals & Mining,Belgium,M
1157,Choo Chong Ngen,64.0,2000,Real Estate,Singapore,M
1157,Todd Christopher,55.0,2000,Fashion & Retail,United States,M
1157,John de Mol,62.0,2000,Media & Entertainment,Netherlands,M
1157,Bob Gaglardi,77.0,2000,Real Estate,Canada,M
1157,Gordon Getty,84.0,2000,Energy,United States,M
1157,Philippe Ginestet,64.0,2000,Fashion & Retail,France,M
1157,Sanjiv Goenka,57.0,2000,Diversified,India,M
1157,Alec Gores,64.0,2000,Finance & Investments,United States,M
1157,David Hains,87.0,2000,Finance & Investments,Australia,M
1157,Bahaa Hariri,51.0,2000,Real Estate,Lebanon,M
1157,William Heinecke,69.0,2000,Real Estate,Thailand,M
1157,Huang Hongyun,51.0,2000,Real Estate,China,M
1157,Huang Zhenda,70.0,2000,Construction & Engineering,China,M
1157,Ravi Jaipuria,63.0,2000,Food & Beverage,India,M
1157,Jiang Yehua,55.0,2000,Real Estate,China,M
1157,Manuel Jove,76.0,2000,Real Estate,Spain,M
1157,Willibert Krueger,77.0,2000,Food & Beverage,Germany,M
1157,Kuok Khoon Hong,68.0,2000,Manufacturing,Singapore,M
1157,Christian Latouche,77.0,2000,Finance & Investments,France,M
1157,Li Hongxin,65.0,2000,Manufacturing,China,M
1157,Li Xiting,67.0,2000,Healthcare,China,M
1157,Liang Yunchao,49.0,2000,Food & Beverage,China,M
1157,Brandt Louie,74.0,2000,Food & Beverage,Canada,M
1157,Catherine Lozick,73.0,2000,Manufacturing,United States,F
1157,Igor Makarov,55.0,2000,Energy,Russia,M
1157,Mao Lixiang,77.0,2000,Technology,China,M
1157,Harsh Mariwala,66.0,2000,Food & Beverage,India,M
1157,Martin Moller Nielsen,53.0,2000,Logistics,Denmark,M
1157,David Murdock,94.0,2000,Food & Beverage,United States,M
1157,N.R. Narayana Murthy,71.0,2000,Technology,India,M
1157,Georg Nemetschek,84.0,2000,Technology,Germany,M
1157,Vikas Oberoi,47.0,2000,Real Estate,India,M
1157,Maja Oeri,63.0,2000,Healthcare,Switzerland,F
1157,"H. Ross Perot, Jr.",59.0,2000,Real Estate,United States,M
1157,Tor Peterson,53.0,2000,Metals & Mining,United States,M
1157,Heloise Pratt,55.0,2000,Manufacturing,Australia,F
1157,Alexey Repik,38.0,2000,Healthcare,Russia,M
1157,Shin Chang-Jae,64.0,2000,Finance & Investments,South Korea,M
1157,Kavitark Ram Shriram,61.0,2000,Technology,United States,M
1157,Sylvia Stroeher,62.0,2000,Fashion & Retail,Germany,F
1157,Katsumi Tada,72.0,2000,Real Estate,Japan,M
1157,Tang Shing-bor,84.0,2000,Real Estate,Hong Kong,M
1157,Georg von Opel,51.0,2000,Finance & Investments,Switzerland,M
1157,David Walentas,79.0,2000,Real Estate,United States,M
1157,Ronald Wanek,76.0,2000,Manufacturing,United States,M
1157,Wang Changtian,52.0,2000,Media & Entertainment,China,M
1157,Wang Wenjing,53.0,2000,Technology,China,M
1157,Ye Cheng,56.0,2000,Diversified,China,M
1157,Zhu Gongshan,60.0,2000,Manufacturing,China,M
1215,Antti Aarnio-Wihuri,78.0,2000,Diversified,Finland,M
1215,S. Daniel Abraham,93.0,2000,Food & Beverage,United States,M
1215,Joao Alves de Queiroz Filho,65.0,2000,Diversified,Brazil,M
1215,Mika Anttonen,51.0,2000,Energy,Finland,M
1215,Thor Bjorgolfsson,50.0,2000,Diversified,Iceland,M
1215,Andrei Bokarev,51.0,2000,Manufacturing,Russia,M
1215,Bernhard Braun-Luedicke,41.0,2000,Healthcare,Germany,M
1215,Eva Maria Braun-Luedicke,31.0,2000,Healthcare,Germany,F
1215,Friederike Braun-Luedicke,34.0,2000,Healthcare,Germany,F
1215,Ron Burkle,65.0,2000,Finance & Investments,United States,M
1215,Vivek Chand Burman,80.0,2000,Food & Beverage,India,M
1215,Chen Yung-Tai,82.0,2000,Real Estate,Taiwan,M
1215,James Clark,73.0,2000,Technology,United States,M
1215,Christopher Cline,59.0,2000,Energy,United States,M
1215,Alexandra Daitch,55.0,2000,Food & Beverage,United States,F
1215,Dong Wei,47.0,2000,Healthcare,China,M
1215,Glenn Dubin,60.0,2000,Finance & Investments,United States,M
1215,Robert Duggan,73.0,2000,Healthcare,United States,M
1215,Jayme Garfinkel,72.0,2000,Finance & Investments,Brazil,M
1215,Sam Goi,69.0,2000,Food & Beverage,Singapore,M
1215,Thomas Hagen,82.0,2000,Finance & Investments,United States,M
1215,Carlos Hank Rhon,70.0,2000,Diversified,Mexico,M
1215,Christoph Henkel,60.0,2000,Fashion & Retail,Germany,M
1215,Hu Kaijun,56.0,2000,Healthcare,China,M
1215,Huang Yi,56.0,2000,Automotive,Hong Kong,M
1215,Ramesh Juneja,62.0,2000,Healthcare,India,M
1215,Bruce Karsh,62.0,2000,Finance & Investments,United States,M
1215,Henry Laufer,72.0,2000,Finance & Investments,United States,M
1215,Lee Boo-Jin,47.0,2000,Service,South Korea,F
1215,Lee Jay-Hyun,57.0,2000,Diversified,South Korea,M
1215,Wolfgang Leitner,64.0,2000,Construction & Engineering,Austria,M
1215,Li Ge,51.0,2000,Healthcare,China,M
1215,Harald Link,63.0,2000,Diversified,Thailand,M
1215,Liu Ming Hui,55.0,2000,Energy,China,M
1215,Jeffrey Lurie,66.0,2000,Sports,United States,M
1215,Ma Xingtian,48.0,2000,Healthcare,China,M
1215,Sarah MacMillan,64.0,2000,Food & Beverage,United States,F
1215,Howard Marks,71.0,2000,Finance & Investments,United States,M
1215,Miao Shouliang,63.0,2000,Real Estate,China,M
1215,Lachhman Das Mittal,87.0,2000,Automotive,India,M
1215,Mario Moretti Polegato,65.0,2000,Fashion & Retail,Italy,M
1215,Vadim Moshkovich,50.0,2000,Food & Beverage,Russia,M
1215,Mofatraj Munot,73.0,2000,Real Estate,India,M
1215,Jonathan Nelson,61.0,2000,Finance & Investments,United States,M
1215,Florentino Perez,71.0,2000,Construction & Engineering,Spain,M
1215,Peter Peterson,91.0,2000,Finance & Investments,United States,M
1215,Arvind Poddar,60.0,2000,Automotive,India,M
1215,Murdaya Poo,77.0,2000,Diversified,Indonesia,M
1215,Ren Zhengfei,74.0,2000,Telecom,China,M
1215,Antony Ressler,56.0,2000,Finance & Investments,United States,M
1215,Francisco Jose Riberas Mera,53.0,2000,Manufacturing,Spain,M
1215,Rodney Sacks,68.0,2000,Food & Beverage,United States,M
1215,Hilton Schlosberg,65.0,2000,Food & Beverage,United Kingdom,M
1215,Brian Sheth,42.0,2000,Finance & Investments,United States,M
1215,Lucy Stitzer,58.0,2000,Food & Beverage,United States,F
1215,Su Suyu,69.0,2000,Real Estate,China,F
1215,Satoshi Suzuki,63.0,2000,Fashion & Retail,Japan,M
1215,Katherine Tanner,62.0,2000,Food & Beverage,United States,F
1215,Arvind Tiku,48.0,2000,Energy,India,M
1215,Wang Liping,52.0,2000,Manufacturing,China,M
1215,Wang Xicheng,69.0,2000,Manufacturing,China,M
1215,Wei Shaojun,55.0,2000,Real Estate,China,M
1215,Amy Wyss,47.0,2000,Healthcare,United States,F
1215,Jon Yarbrough,60.0,2000,Gambling & Casinos,United States,M
1215,Vladimir Yevtushenkov,69.0,2000,Telecom,Russia,M
1215,Charles Zegar,70.0,2000,Media & Entertainment,United States,M
1215,Zhu Baoguo,55.0,2000,Healthcare,China,M
1284,Saif Al Ghurair,94.0,1000,Diversified,United Arab Emirates,M
1284,Syed Mokhtar AlBukhary,66.0,1000,Diversified,Malaysia,M
1284,Miriam Baumann-Blocher,43.0,1000,Manufacturing,Switzerland,F
1284,Albert Berner,82.0,1000,Manufacturing,Germany,M
1284,Thomas Bruch,67.0,1000,Fashion & Retail,Germany,M
1284,Chang Yun Chung,99.0,1000,Logistics,Singapore,M
1284,Benjamin de Rothschild,54.0,1000,Finance & Investments,Switzerland,M
1284,James Dinan,58.0,1000,Finance & Investments,United States,M
1284,Charles Edelstenne,80.0,1000,Manufacturing,France,M
1284,Bernd Freier,61.0,1000,Fashion & Retail,Germany,M
1284,Bill Gross,73.0,1000,Finance & Investments,United States,M
1284,Jeffrey Gundlach,59.0,1000,Finance & Investments,United States,M
1284,Suat Gunsel,65.0,1000,Real Estate,Cyprus,M
1284,Shmuel Harlap,73.0,1000,Automotive,Israel,M
1284,Roberto Hernandez Ramirez,75.0,1000,Finance & Investments,Mexico,M
1284,Johannes Kaercher,67.0,1000,Manufacturing,Germany,M
1284,Friedrich Knapp,66.0,1000,Fashion & Retail,Germany,M
1284,Lee Myung-Hee,74.0,1000,Fashion & Retail,South Korea,F
1284,Lee Seo-Hyun,44.0,1000,Diversified,South Korea,F
1284,Liang Jiankun,56.0,1000,Metals & Mining,China,M
1284,Liao Long-shing,65.0,1000,Manufacturing,Taiwan,M
1284,Lin Shu-Hong,89.0,1000,Manufacturing,Taiwan,M
1284,Yasseen Mansour,56.0,1000,Diversified,Egypt,M
1284,David Nahmad,70.0,1000,Fashion & Retail,Monaco,M
1284,Alexander Nesis,55.0,1000,Finance & Investments,Russia,M
1284,Nandan Nilekani,62.0,1000,Technology,India,M
1284,Ranjan Pai,45.0,1000,Service,India,M
1284,Park Hyeon-Joo,59.0,1000,Finance & Investments,South Korea,M
1284,Jennifer Pritzker,67.0,1000,Service,United States,F
1284,Qiu Jianping,56.0,1000,Manufacturing,China,M
1284,Megdet Rahimkulov,72.0,1000,Finance & Investments,Russia,M
1284,Vito Rodriguez Rodriguez,79.0,1000,Diversified,Peru,M
1284,Stephen Rubin,80.0,1000,Fashion & Retail,United Kingdom,M
1284,Remo Ruffini,56.0,1000,Fashion & Retail,Italy,M
1284,Erik Selin,50.0,1000,Real Estate,Sweden,M
1284,Peter Sondakh,68.0,1000,Finance & Investments,Indonesia,M
1284,Alan N. Trefler,61.0,1000,Technology,United States,M
1284,Tseng Shin-yi,90.0,1000,Manufacturing,Taiwan,M
1284,Masateru Uno,71.0,1000,Fashion & Retail,Japan,M
1284,Wang Qingtao,56.0,1000,Metals & Mining,China,M
1284,Evan Williams,45.0,1000,Technology,United States,M
1284,Gustav Magnar Witzoe,24.0,1000,Food & Beverage,Norway,M
1284,Horst Wortmann,76.0,1000,Fashion & Retail,Germany,M
1284,Xiao Yongming,53.0,1000,Diversified,China,M
1284,Xie Zhikun,57.0,1000,Finance & Investments,China,M
1284,Xue Xiangdong,59.0,1000,Technology,China,M
1284,Yuan Yafei,54.0,1000,Fashion & Retail,China,M
1284,Robin Zeng,50.0,1000,Energy,Hong Kong,M
1284,Zhang Daocai,68.0,1000,Diversified,China,M
1284,Zhang Xuansong,46.0,1000,Fashion & Retail,China,M
1284,Zheng Yuewen,56.0,1000,Diversified,China,M
1284,Zhou Xiaoguang,56.0,1000,Real Estate,China,F
1284,Susanne Zimmermann von Siefart ,61.0,1000,Manufacturing,Germany,F
1339,Aras Agalarov,62.0,1000,Fashion & Retail,Russia,M
1339,Maurice Alter,92.0,1000,Real Estate,Australia,M
1339,An Kang,69.0,1000,Healthcare,China,M
1339,Alex Beard,50.0,1000,Metals & Mining,United Kingdom,M
1339,Nicolas Berggruen,56.0,1000,Finance & Investments,United States,M
1339,Vladimir Bogdanov,66.0,1000,Energy,Russia,M
1339,Julio Bozano,82.0,1000,Finance & Investments,Brazil,M
1339,Anna Maria Braun,39.0,1000,Healthcare,Germany,F
1339,Johanna Braun,38.0,1000,Healthcare,Germany,F
1339,Karl Friedrich Braun,35.0,1000,Healthcare,Germany,M
1339,Anand Burman,65.0,1000,Food & Beverage,India,M
1339,Edouard Carmignac,70.0,1000,Finance & Investments,France,M
1339,Chen Jianhua,47.0,1000,Manufacturing,China,M
1339,Cheung Yan,61.0,1000,Manufacturing,China,F
1339,Chung Mong-Joon,66.0,1000,Manufacturing,South Korea,M
1339,Jack Cowin,75.0,1000,Food & Beverage,Australia,M
1339,Cui Genliang,59.0,1000,Manufacturing,China,M
1339,Kommer Damen,73.0,1000,Manufacturing,Netherlands,M
1339,Diego Della Valle,64.0,1000,Fashion & Retail,Italy,M
1339,Dou Zhenggang,64.0,1000,Diversified,China,M
1339,N. Murray Edwards,58.0,1000,Energy,Canada,M
1339,Gabriel Escarrer,83.0,1000,Service,Spain,M
1339,Clement Fayat,86.0,1000,Construction & Engineering,France,M
1339,James France,73.0,1000,Sports,United States,M
1339,Senapathy Gopalakrishnan,62.0,1000,Technology,India,M
1339,David Harding,56.0,1000,Finance & Investments,United Kingdom,M
1339,Stewart Horejsi,80.0,1000,Finance & Investments,United States,M
1339,Huang Qisen,53.0,1000,Real Estate,China,M
1339,Hamilton James,66.0,1000,Finance & Investments,United States,M
1339,John Kapoor,74.0,1000,Healthcare,United States,M
1339,William Lauder,57.0,1000,Fashion & Retail,United States,M
1339,Li Zongsong,50.0,1000,Healthcare,China,M
1339,Willy Michel,71.0,1000,Healthcare,Switzerland,M
1339,Masahiro Noda,79.0,1000,Technology,Japan,M
1339,Gregorio Perez Companc,82.0,1000,Energy,Argentina,M
1339,Linda Pritzker,64.0,1000,Service,United States,F
1339,Qin Hui,50.0,1000,Media & Entertainment,China,M
1339,Matthias Reinhart,58.0,1000,Finance & Investments,Switzerland,M
1339,Brian Roberts,58.0,1000,Service,United States,M
1339,Alberto Roemmers,91.0,1000,Healthcare,Argentina,M
1339,Gerald Schwartz,76.0,1000,Finance & Investments,Canada,M
1339,Thaksin Shinawatra,68.0,1000,Finance & Investments,Thailand,M
1339,William Stone,62.0,1000,Technology,United States,M
1339,Petter Stordalen,55.0,1000,Service,Norway,M
1339,Julia Stoschek,42.0,1000,Automotive,Germany,F
1339,Sun Shoukuan,68.0,1000,Manufacturing,China,M
1339,Ba Duong Tran,57.0,1000,Automotive,Vietnam,M
1339,Hamdi Ulukaya,45.0,1000,Food & Beverage,Turkey,M
1339,Wong Luen Hei,56.0,1000,Manufacturing,China,M
1339,Wu Yulan,48.0,1000,Healthcare,China,F
1339,Xu Hang,51.0,1000,Healthcare,China,M
1339,Yang Erzhu,67.0,1000,Real Estate,China,M
1339,Yao Kuizhang,53.0,1000,Food & Beverage,China,M
1339,Sheng Jian Zhong,60.0,1000,Real Estate,Singapore,M
1394,Marcel Adams,97.0,1000,Real Estate,Canada,M
1394,"Herbert Allen, Jr.",78.0,1000,Finance & Investments,United States,M
